Ensembl_ID,Protein_Accession,Gene,Gene_Description,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
ENSG00000178695,Q96CX2,KCTD12,potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678],-1.227,-1.561,-1.521,-1.007,9.73E-03,2.50E-02,3.50E-02,6.03E-02
ENSG00000100379,Q8N5Z5,KCTD17,potassium channel tetramerization domain containing 17 [Source:HGNC Symbol;Acc:HGNC:25705],-0.135,0.664,0.759,0.171,5.62E-01,1.10E-01,5.23E-03,5.03E-01
ENSG00000155729,Q6PI47,KCTD18,potassium channel tetramerization domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26446],-1.927,-0.139,-0.083,-0.052,2.21E-03,7.20E-01,6.88E-01,8.46E-01
ENSG00000188997,E9PMS5,KCTD21,potassium channel tetramerization domain containing 21 [Source:HGNC Symbol;Acc:HGNC:27452],-1.744,-0.173,-0.085,-0.190,2.37E-04,4.33E-02,2.21E-01,7.75E-02
ENSG00000136636,H0Y566,KCTD3,potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305],0.555,0.374,0.087,-0.008,8.20E-03,8.47E-02,6.54E-01,9.71E-01
ENSG00000167977,Q9NXV2,KCTD5,potassium channel tetramerization domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21423],-0.172,0.602,0.929,0.756,3.34E-01,1.44E-02,6.32E-02,1.65E-01
ENSG00000104756,Q7L273,KCTD9,potassium channel tetramerization domain containing 9 [Source:HGNC Symbol;Acc:HGNC:22401],-0.254,0.558,0.423,0.178,4.69E-02,4.70E-03,2.39E-02,2.38E-01
ENSG00000105438,P24390,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1 [Source:HGNC Symbol;Acc:HGNC:6304],-1.283,-0.142,-0.275,0.079,2.55E-03,5.63E-01,3.55E-01,7.63E-01
ENSG00000100196,O43731,KDELR3,KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306],-2.694,0.176,-0.370,-0.184,6.91E-04,2.86E-01,1.92E-01,4.06E-01
ENSG00000004487,O60341,KDM1A,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079],1.096,-0.182,0.221,0.331,4.36E-04,5.19E-01,1.90E-01,8.94E-02
ENSG00000165097,H0Y6H0,KDM1B,lysine demethylase 1B [Source:HGNC Symbol;Acc:HGNC:21577],0.800,0.366,0.542,0.353,1.56E-04,1.02E-01,3.28E-02,3.52E-02
ENSG00000173120,Q9Y2K7,KDM2A,lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606],-0.655,-0.048,-1.007,-0.358,5.39E-03,5.31E-01,9.59E-03,6.71E-02
ENSG00000120733,Q7LBC6,KDM3B,lysine demethylase 3B [Source:HGNC Symbol;Acc:HGNC:1337],1.042,-0.185,0.006,0.207,1.96E-05,1.55E-01,7.06E-01,6.54E-02
ENSG00000066135,O75164,KDM4A,lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978],0.659,0.021,0.419,0.342,3.76E-02,8.96E-01,2.50E-01,3.93E-01
ENSG00000127663,O94953,KDM4B,lysine demethylase 4B [Source:HGNC Symbol;Acc:HGNC:29136],-0.023,-0.304,-0.374,0.254,1.96E-01,4.65E-01,3.62E-01,3.06E-01
ENSG00000126012,P41229,KDM5C,lysine demethylase 5C [Source:HGNC Symbol;Acc:HGNC:11114],1.043,-0.075,0.346,0.290,6.28E-04,8.11E-01,2.79E-02,1.03E-01
ENSG00000147050,O15550,KDM6A,lysine demethylase 6A [Source:HGNC Symbol;Acc:HGNC:12637],1.856,0.234,0.400,0.320,7.41E-05,3.75E-01,1.91E-01,2.08E-01
ENSG00000119537,K7ERC8,KDSR,3-ketodihydrosphingosine reductase [Source:HGNC Symbol;Acc:HGNC:4021],-0.394,0.101,0.089,-0.246,4.05E-03,4.37E-01,4.25E-01,5.05E-02
ENSG00000132680,Q7Z7F0,KHDC4,"KH domain containing 4, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:29145]",1.070,-0.281,-0.096,0.098,8.69E-03,3.14E-01,8.59E-01,6.05E-01
ENSG00000121774,Q07666,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]",0.081,-0.199,0.010,0.134,1.56E-01,2.66E-01,6.24E-01,1.29E-01
ENSG00000131773,O75525,KHDRBS3,"KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]",0.177,0.207,0.217,0.075,2.47E-01,2.15E-01,3.88E-01,7.79E-01
ENSG00000100441,G3V3G3,KHNYN,KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166],0.034,0.229,-0.061,-0.587,8.64E-01,2.56E-01,3.65E-01,4.00E-02
ENSG00000088247,Q92945,KHSRP,KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316],0.868,-0.177,0.051,0.311,4.21E-04,4.93E-01,5.52E-01,7.83E-02
ENSG00000142687,E7EN73,KIAA0319L,KIAA0319 like [Source:HGNC Symbol;Acc:HGNC:30071],0.731,0.930,0.297,-0.041,1.01E-02,1.27E-01,3.93E-01,8.39E-01
ENSG00000163807,Q96AT1,KIAA1143,KIAA1143 [Source:HGNC Symbol;Acc:HGNC:29198],0.327,-0.383,0.069,0.326,2.72E-01,6.95E-01,7.38E-01,3.45E-01
ENSG00000120549,Q5T5P2,KIAA1217,KIAA1217 [Source:HGNC Symbol;Acc:HGNC:25428],-0.500,-0.234,-0.619,0.318,2.39E-02,3.24E-01,8.88E-02,8.89E-02
ENSG00000116685,Q8IYS2,KIAA2013,KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513],-0.054,0.189,0.130,0.152,1.38E-01,2.39E-01,3.42E-01,2.05E-01
ENSG00000134313,A0A1W2PPB7,KIDINS220,kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508],-1.078,0.157,0.345,0.073,8.20E-03,6.99E-01,2.22E-01,9.93E-01
ENSG00000138160,P52732,KIF11,kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388],2.070,-0.561,0.258,0.585,2.34E-04,4.52E-01,3.64E-01,1.09E-01
ENSG00000137177,A0A1B0GUA8,KIF13A,kinesin family member 13A [Source:HGNC Symbol;Acc:HGNC:14566],-0.999,-0.092,0.180,-0.017,1.97E-03,4.38E-01,2.31E-01,8.14E-01
ENSG00000197892,Q9NQT8,KIF13B,kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405],1.235,0.174,-0.630,0.266,1.29E-04,4.17E-01,6.03E-02,1.85E-01
ENSG00000118193,Q15058,KIF14,kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181],1.636,-0.702,-0.043,0.320,1.25E-04,1.51E-01,9.12E-01,1.70E-01
ENSG00000130294,A0A3B3ITE5,KIF1A,kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888],3.768,-0.497,-0.293,-0.616,3.63E-05,1.85E-01,4.99E-01,1.34E-01
ENSG00000054523,Q4R9M9,KIF1B,kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636],-0.853,-0.550,-0.364,0.032,5.27E-04,6.42E-03,3.63E-02,5.34E-01
ENSG00000129250,O43896,KIF1C,kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317],-0.479,0.024,-0.014,-0.342,3.93E-03,9.61E-01,7.53E-01,4.87E-02
ENSG00000112984,O95235,KIF20A,kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787],0.887,-1.094,0.434,0.690,4.09E-02,4.33E-01,3.21E-01,1.47E-01
ENSG00000079616,Q14807,KIF22,kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391],2.864,-0.015,0.038,0.777,8.36E-05,8.48E-01,7.88E-01,1.29E-01
ENSG00000137807,A0A7I2V5Y5,KIF23,kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392],1.965,-0.918,0.205,0.649,4.09E-04,3.00E-01,4.67E-01,1.10E-01
ENSG00000068796,A0A6Q8PFA6,KIF2A,kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318],0.529,-0.169,-0.190,-0.034,4.94E-05,3.13E-02,2.23E-02,4.73E-01
ENSG00000142945,Q99661,KIF2C,kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393],2.298,-0.475,0.694,1.064,5.43E-04,7.73E-01,2.06E-01,8.10E-02
ENSG00000101350,O15066,KIF3B,kinesin family member 3B [Source:HGNC Symbol;Acc:HGNC:6320],-0.389,-0.293,-0.274,-0.188,6.89E-03,6.16E-02,1.29E-01,1.29E-01
ENSG00000090889,O95239,KIF4A,kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339],1.222,-0.806,0.123,0.528,3.40E-03,3.04E-01,5.60E-01,1.30E-01
ENSG00000170759,P33176,KIF5B,kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324],-0.354,0.017,0.137,-0.071,2.58E-04,6.04E-01,2.08E-02,1.17E-01
ENSG00000168280,A0A7I2V492,KIF5C,kinesin family member 5C [Source:HGNC Symbol;Acc:HGNC:6325],3.011,0.361,0.046,-0.366,7.55E-04,4.15E-01,7.69E-01,1.20E-01
ENSG00000166813,Q2M1P5,KIF7,kinesin family member 7 [Source:HGNC Symbol;Acc:HGNC:30497],-0.385,-0.600,-0.035,-0.214,7.48E-03,1.57E-02,8.04E-01,1.09E-01
ENSG00000075945,Q92845,KIFAP3,kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060],-0.354,0.045,-0.055,-0.037,3.21E-02,7.32E-01,8.17E-01,8.38E-01
ENSG00000198954,A0A6Q8PH45,KIFBP,kinesin family binding protein [Source:HGNC Symbol;Acc:HGNC:23419],0.503,0.145,0.542,0.226,5.75E-03,2.69E-01,2.39E-02,1.29E-01
ENSG00000204197,Q9BW19,KIFC1,kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389],2.635,-0.533,0.111,0.682,1.60E-05,4.49E-01,6.36E-01,8.70E-02
ENSG00000151657,O60870,KIN,Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327],1.283,-0.246,0.054,0.254,5.61E-04,4.32E-01,6.47E-01,1.63E-01
ENSG00000183853,Q96J84,KIRREL1,kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734],-1.330,0.139,-0.086,-0.336,2.26E-03,6.29E-01,4.90E-01,1.17E-01
ENSG00000049130,P21583,KITLG,KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343],-0.207,-1.224,-0.254,-0.085,2.05E-01,7.66E-03,2.69E-01,7.03E-01
ENSG00000126214,G3V5R9,KLC1,kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387],-0.887,-0.217,-0.022,-0.237,7.12E-05,1.44E-02,7.43E-01,3.09E-02
ENSG00000126214,G3V3H3,KLC1,kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387],-1.422,0.012,-0.911,-0.109,9.60E-04,9.96E-01,2.44E-02,4.70E-01
ENSG00000174996,Q9H0B6,KLC2,kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716],0.353,-0.178,-0.160,0.039,6.71E-04,1.14E-01,1.82E-01,5.21E-01
ENSG00000137171,Q9NSK0,KLC4,kinesin light chain 4 [Source:HGNC Symbol;Acc:HGNC:21624],2.167,0.013,-0.372,-0.346,1.15E-04,8.43E-01,1.53E-01,9.56E-02
ENSG00000104731,Q8TBB5,KLHDC4,kelch domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25272],1.057,0.170,0.268,0.134,8.01E-03,2.97E-01,3.43E-02,2.44E-01
ENSG00000178502,Q9NVR0,KLHL11,kelch like family member 11 [Source:HGNC Symbol;Acc:HGNC:19008],-0.181,-0.262,-0.353,-0.349,1.74E-01,1.86E-01,1.30E-01,1.17E-01
ENSG00000003096,Q9P2N7,KLHL13,kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931],0.521,-0.015,0.136,0.097,2.87E-03,9.72E-01,3.46E-01,4.22E-01
ENSG00000099910,Q53GT1,KLHL22,kelch like family member 22 [Source:HGNC Symbol;Acc:HGNC:25888],-1.174,-0.018,-0.132,-0.499,1.01E-04,9.13E-01,1.83E-01,1.79E-02
ENSG00000183655,Q9H0H3,KLHL25,kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732],0.885,0.044,0.215,0.194,3.07E-03,9.61E-01,6.51E-01,6.94E-01
ENSG00000087448,Q9P2K6,KLHL42,kelch like family member 42 [Source:HGNC Symbol;Acc:HGNC:29252],-0.216,-0.231,-0.225,-0.042,1.51E-01,4.80E-01,4.00E-01,9.35E-01
ENSG00000118058,Q03164,KMT2A,lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132],1.320,-0.005,0.035,0.342,6.06E-05,7.71E-01,6.41E-01,1.28E-01
ENSG00000184445,P50748,KNTC1,kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255],0.778,0.057,0.102,0.354,1.47E-02,6.72E-01,5.69E-01,1.93E-01
ENSG00000114030,P52294,KPNA1,karyopherin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6394],0.221,-0.013,0.387,0.801,4.51E-01,9.59E-01,1.36E-01,5.58E-02
ENSG00000182481,P52292,KPNA2,karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395],2.571,0.280,0.535,1.042,2.07E-04,4.78E-01,2.53E-01,6.83E-02
ENSG00000102753,O00505,KPNA3,karyopherin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6396],-0.810,0.171,0.164,0.147,1.13E-03,1.10E-01,1.27E-01,1.34E-01
ENSG00000186432,O00629,KPNA4,karyopherin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6397],-0.672,0.180,0.194,0.340,6.42E-04,4.61E-02,1.92E-01,6.83E-02
ENSG00000025800,O60684,KPNA6,karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399],-0.089,0.069,0.071,0.049,6.18E-02,3.34E-01,3.21E-01,6.00E-01
ENSG00000108424,Q14974,KPNB1,karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400],0.322,0.265,0.245,0.125,6.08E-04,2.98E-03,3.37E-02,1.41E-01
ENSG00000203786,Q5T749,KPRP,keratinocyte proline rich protein [Source:HGNC Symbol;Acc:HGNC:31823],-3.424,-1.075,-1.281,-0.673,1.48E-02,1.37E-01,1.25E-01,1.78E-01
ENSG00000133703,P01116,KRAS,"KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]",-0.510,0.359,0.139,-0.173,2.35E-02,1.02E-01,5.50E-01,2.65E-01
ENSG00000129347,A0A494C108,KRI1,KRI1 homolog [Source:HGNC Symbol;Acc:HGNC:25769],0.632,-0.294,-0.366,0.385,1.28E-03,1.59E-01,4.11E-02,1.05E-01
ENSG00000001631,O00522,KRIT1,KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573],0.286,0.504,0.197,0.049,1.54E-01,2.25E-02,3.82E-01,7.51E-01
ENSG00000111615,Q13601,KRR1,KRR1 small subunit processome component homolog [Source:HGNC Symbol;Acc:HGNC:5176],0.983,-0.160,0.029,0.364,4.94E-05,3.39E-01,5.91E-01,4.15E-02
ENSG00000167768,P04264,KRT1,keratin 1 [Source:HGNC Symbol;Acc:HGNC:6412],-3.475,-1.260,-0.794,-0.537,1.66E-02,1.15E-01,2.23E-01,2.51E-01
ENSG00000186395,A0A1B0GVI3,KRT10,keratin 10 [Source:HGNC Symbol;Acc:HGNC:6413],-3.430,-0.465,-0.987,-0.367,1.52E-02,6.47E-01,1.64E-01,3.39E-01
ENSG00000186847,P02533,KRT14,keratin 14 [Source:HGNC Symbol;Acc:HGNC:6416],-3.541,-1.709,-1.216,-0.798,8.72E-03,4.84E-02,8.82E-02,1.28E-01
ENSG00000186832,P08779,KRT16,keratin 16 [Source:HGNC Symbol;Acc:HGNC:6423],-2.427,-0.979,-0.769,-0.526,3.91E-03,1.56E-01,1.63E-01,1.96E-01
ENSG00000128422,Q04695,KRT17,keratin 17 [Source:HGNC Symbol;Acc:HGNC:6427],3.306,-1.274,-1.128,-0.698,2.82E-06,4.67E-02,8.45E-02,1.08E-01
ENSG00000111057,P05783,KRT18,keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430],1.552,-1.914,-2.551,-1.326,1.21E-03,1.84E-04,2.53E-04,3.03E-03
ENSG00000171345,P08727,KRT19,keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436],1.519,-2.670,-2.378,-1.927,3.35E-04,6.54E-04,5.16E-04,3.17E-03
ENSG00000172867,P35908,KRT2,keratin 2 [Source:HGNC Symbol;Acc:HGNC:6439],-2.004,-0.535,-0.950,-0.444,3.22E-02,6.01E-01,2.05E-01,3.24E-01
ENSG00000262045,A0A140TA69,KRT34,keratin 34 [Source:HGNC Symbol;Acc:HGNC:6452],-2.532,-1.967,-1.231,-0.731,8.91E-03,4.02E-02,8.63E-02,1.65E-01
ENSG00000186081,P13647,KRT5,keratin 5 [Source:HGNC Symbol;Acc:HGNC:6442],-3.178,-1.311,-0.947,-0.602,8.84E-03,6.78E-02,1.36E-01,1.63E-01
ENSG00000205420,P02538,KRT6A,keratin 6A [Source:HGNC Symbol;Acc:HGNC:6443],-1.601,-0.862,-0.695,-0.703,1.85E-02,1.22E-01,1.73E-01,1.57E-01
ENSG00000185479,P04259,KRT6B,keratin 6B [Source:HGNC Symbol;Acc:HGNC:6444],-3.223,-1.474,-1.120,-0.839,8.53E-03,6.99E-02,1.00E-01,1.24E-01
ENSG00000135480,P08729,KRT7,keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445],-3.630,-3.548,-3.321,-1.704,1.32E-04,1.15E-03,2.93E-03,6.26E-03
ENSG00000170421,P05787,KRT8,keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446],4.950,-0.854,-0.837,-0.381,1.07E-03,7.57E-02,8.22E-02,7.64E-02
ENSG00000167767,Q6KB66,KRT80,keratin 80 [Source:HGNC Symbol;Acc:HGNC:27056],1.119,-0.700,-0.719,-0.485,2.73E-03,2.32E-01,1.73E-01,1.90E-01
ENSG00000171403,P35527,KRT9,keratin 9 [Source:HGNC Symbol;Acc:HGNC:6447],-3.403,-1.537,-0.689,-0.519,1.73E-02,9.30E-02,2.62E-01,2.67E-01
ENSG00000163463,A0A6I8PLD9,KRTCAP2,keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942],-1.238,-0.011,-0.131,0.036,2.87E-05,6.40E-01,7.03E-02,7.77E-01
ENSG00000141068,A0A2R8Y4X0,KSR1,kinase suppressor of ras 1 [Source:HGNC Symbol;Acc:HGNC:6465],1.166,-0.097,-0.104,-0.056,2.84E-04,5.26E-01,4.60E-01,7.38E-01
ENSG00000198841,Q96EK9,KTI12,KTI12 chromatin associated homolog [Source:HGNC Symbol;Acc:HGNC:25160],0.553,-0.015,0.022,0.054,8.43E-03,7.59E-01,6.22E-01,4.94E-01
ENSG00000126777,Q86UP2,KTN1,kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467],-0.324,-0.251,-0.103,-0.116,1.27E-02,6.85E-02,2.60E-01,1.91E-01
ENSG00000171097,Q16773,KYAT1,kynurenine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1564],1.308,-0.118,-0.636,0.001,1.15E-04,5.28E-01,5.35E-02,9.27E-01
ENSG00000137944,Q6YP21,KYAT3,kynurenine aminotransferase 3 [Source:HGNC Symbol;Acc:HGNC:33238],-0.293,-0.277,-0.729,-0.637,2.54E-02,7.86E-02,2.31E-02,3.16E-02
ENSG00000087299,Q9H9P8,L2HGDH,L-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:20499],1.498,-0.008,-0.265,0.198,1.09E-04,8.60E-01,1.63E-01,2.90E-01
ENSG00000126790,Q96EM0,L3HYPDH,trans-L-3-hydroxyproline dehydratase [Source:HGNC Symbol;Acc:HGNC:20488],-0.787,0.299,-0.013,-0.852,1.67E-02,1.07E-01,8.20E-01,6.03E-02
ENSG00000198945,Q96JM7,L3MBTL3,L3MBTL histone methyl-lysine binding protein 3 [Source:HGNC Symbol;Acc:HGNC:23035],0.915,0.096,0.213,0.251,4.93E-02,5.92E-01,3.39E-01,6.11E-01
ENSG00000103642,P83111,LACTB,lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468],-2.132,-0.516,-0.680,-0.649,1.16E-03,4.66E-02,4.01E-02,5.07E-02
ENSG00000147592,Q53H82,LACTB2,lactamase beta 2 [Source:HGNC Symbol;Acc:HGNC:18512],0.564,-0.013,-0.714,-0.358,3.42E-04,9.55E-01,9.86E-03,4.91E-02
ENSG00000112769,Q16363,LAMA4,laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484],-1.774,0.858,0.270,-1.287,2.07E-05,4.49E-03,8.87E-02,2.09E-04
ENSG00000091136,P07942,LAMB1,laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486],-0.283,0.178,-0.147,0.556,3.82E-02,1.02E-01,3.26E-01,1.25E-01
ENSG00000172037,P55268,LAMB2,laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487],-2.096,0.435,-0.215,-0.599,3.57E-03,1.26E-01,3.13E-01,9.02E-02
ENSG00000135862,P11047,LAMC1,laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492],-1.213,0.020,-0.595,-0.530,2.81E-02,8.42E-01,1.85E-01,1.76E-01
ENSG00000050555,A0A7I2YQP4,LAMC3,laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494],0.548,-0.417,-0.125,-0.064,7.49E-02,2.26E-01,7.59E-01,8.38E-01
ENSG00000185896,P11279,LAMP1,lysosomal associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499],-2.228,0.101,0.165,-0.507,5.84E-03,9.61E-01,7.79E-01,1.32E-01
ENSG00000005893,P13473,LAMP2,lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501],-0.878,0.486,0.250,-0.236,3.59E-02,2.03E-01,5.85E-01,3.82E-01
ENSG00000149357,Q6IAA8,LAMTOR1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]",-0.467,0.440,0.109,-0.103,1.40E-02,3.01E-02,6.54E-01,5.02E-01
ENSG00000116586,Q9Y2Q5,LAMTOR2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]",-0.675,0.025,-0.002,-0.291,1.63E-02,8.64E-01,7.56E-01,1.53E-01
ENSG00000109270,Q9UHA4,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Source:HGNC Symbol;Acc:HGNC:15606]",-1.246,-0.306,-0.365,-0.534,1.21E-02,2.62E-01,2.17E-01,1.21E-01
ENSG00000134248,R4GMU8,LAMTOR5,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:HGNC Symbol;Acc:HGNC:17955]",0.427,-0.111,-1.102,-0.469,1.78E-01,6.07E-01,3.96E-02,1.24E-01
ENSG00000115365,O43813,LANCL1,LanC like glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:6508],0.243,-0.257,-0.193,-0.266,1.22E-01,1.68E-01,2.48E-01,1.42E-01
ENSG00000132434,Q9NS86,LANCL2,LanC like glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:6509],0.138,-0.185,-0.231,0.007,2.63E-02,5.69E-02,5.11E-02,8.45E-01
ENSG00000002549,P28838,LAP3,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449],-0.788,0.190,-0.300,-0.094,1.19E-05,8.14E-02,7.14E-05,5.64E-02
ENSG00000155506,Q6PKG0,LARP1,"La ribonucleoprotein 1, translational regulator [Source:HGNC Symbol;Acc:HGNC:29531]",-0.074,-0.031,-0.153,-0.006,2.66E-01,8.40E-01,9.67E-02,8.40E-01
ENSG00000138709,A0A3B3ISF0,LARP1B,La ribonucleoprotein 1B [Source:HGNC Symbol;Acc:HGNC:24704],0.420,0.423,0.408,0.378,5.34E-03,1.95E-02,8.11E-02,4.70E-02
ENSG00000161813,Q71RC2,LARP4,La ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:24320],0.263,-0.323,0.299,0.170,1.60E-01,5.03E-01,2.28E-01,3.64E-01
ENSG00000107929,Q92615,LARP4B,La ribonucleoprotein 4B [Source:HGNC Symbol;Acc:HGNC:28987],0.283,-0.338,0.059,0.275,4.11E-02,1.98E-01,5.25E-01,1.02E-01
ENSG00000166173,Q9BRS8,LARP6,"La ribonucleoprotein 6, translational regulator [Source:HGNC Symbol;Acc:HGNC:24012]",-1.316,0.067,0.163,-0.074,1.38E-03,8.68E-01,4.42E-01,5.11E-01
ENSG00000174720,Q4G0J3,LARP7,"La ribonucleoprotein 7, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:24912]",0.365,-0.118,-0.020,0.187,2.15E-03,3.75E-01,9.92E-01,1.52E-01
ENSG00000133706,A0A6I8PIV1,LARS1,leucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6512],0.301,0.430,0.231,0.140,7.82E-04,1.73E-03,1.77E-02,2.26E-01
ENSG00000011376,A0A499FJL2,LARS2,"leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]",0.791,1.144,1.315,1.444,6.73E-02,5.92E-03,2.02E-01,2.71E-01
ENSG00000001497,Q9Y4W2,LAS1L,LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726],1.109,-0.215,-0.172,0.194,9.76E-04,6.10E-02,1.52E-01,1.22E-01
ENSG00000002834,Q14847,LASP1,LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513],-2.266,-0.507,-0.739,-0.570,6.06E-03,1.53E-01,1.02E-01,1.21E-01
ENSG00000204381,Q6UX15,LAYN,layilin [Source:HGNC Symbol;Acc:HGNC:29471],-1.880,0.392,-0.433,0.187,3.17E-04,2.71E-02,3.20E-02,4.94E-01
ENSG00000143815,Q14739,LBR,lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518],3.209,0.667,0.192,0.742,1.57E-04,1.31E-02,4.03E-01,2.38E-02
ENSG00000172954,Q6UWP7,LCLAT1,lysocardiolipin acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26756],-0.851,0.348,-0.100,-0.115,2.81E-04,8.93E-03,2.65E-01,2.72E-01
ENSG00000205629,Q9UIC8,LCMT1,leucine carboxyl methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17557],0.392,-0.096,-0.274,-0.261,2.54E-03,3.21E-01,8.88E-02,6.55E-02
ENSG00000196233,A0A6Q8PGR8,LCOR,ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503],1.779,0.048,-0.153,0.207,1.35E-05,6.37E-01,6.85E-01,2.37E-01
ENSG00000136167,P13796,LCP1,lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528],5.515,-0.567,-0.376,-0.093,5.38E-04,2.79E-01,4.59E-01,5.10E-01
ENSG00000011638,Q96B96,LDAF1,lipid droplet assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30136],-0.705,0.485,-0.060,-0.068,8.36E-03,6.38E-02,5.64E-01,5.98E-01
